date	title	artist	rank
8/24/1996	"Wishes (From ""Kazaam"")"	Nathan Morris	97.00
8/24/1996	Wonder	Natalie Merchant	50.00
8/31/1996	Reach	Gloria Estefan	56.00
8/31/1996	Redneck Games	Jeff Foxworthy With Alan Jackson	96.00
8/31/1996	They Don't Care About Us	Michael Jackson	97.00
8/31/1996	With You	Somethin' For The People	100.00
8/31/1996	You're The One	SWV	76.00
9/7/1996	I'll Never Stop Loving You	J'Son	100.00
9/7/1996	Old Man & Me (When I Get To Heaven)	Hootie & The Blowfish	97.00
9/7/1996	One More Try	Kristine W	99.00
9/7/1996	Tres Delinquentes	Delinquent Habits	93.00
9/14/1996	Angeline Is Coming Home	The Badlees	90.00
9/14/1996	Dirty South	Goodie Mob	98.00
9/14/1996	Fastlove	George Michael	100.00
9/14/1996	Get On Up	Jodeci	91.00
9/14/1996	One By One	Cher	95.00
9/14/1996	You	Monifah	96.00
9/21/1996	Children	Robert Miles	48.00
9/21/1996	Flood	Jars Of Clay	93.00
9/21/1996	Hay	Crucial Conflict	100.00
9/21/1996	Tha Crossroads	Bone Thugs-N-Harmony	58.00
9/21/1996	"Theme From Mission: Impossible (From ""Mission: Impossible"")"	Adam Clayton & Larry Mullen	99.00
9/21/1996	"Touch Me Tease Me (From ""The Nutty Professor"")"	Case Featuring Foxxy Brown	56.00
9/28/1996	Can You Feel Me	Dru Down	98.00
9/28/1996	"It's All The Way Live (Now) (From ""Eddie"")"	Coolio	96.00
9/28/1996	Jump On It	Sir Mix-A-Lot	99.00
9/28/1996	Just Because I Love You	Lina Santiago	100.00
9/28/1996	Kissin' You	Total	50.00
9/28/1996	Macarena	Los Del Mar	97.00
9/28/1996	"The Earth, The Sun, The Rain"	Color Me Badd	45.00
10/5/1996	As Long As It Matters	Gin Blossoms	100.00
10/5/1996	It's A Party	Busta Rhymes Featuring Zhane	98.00
10/5/1996	Movin' On	CeCe Peniston	99.00
10/5/1996	"Someday (From ""The Hunchback Of Notre Dame"")"	All-4-One	93.00
10/5/1996	Where Do We Go From Here	Deborah Cox	97.00
10/12/1996	All Along	Blessid Union Of Souls	98.00
10/12/1996	Baby Luv	Groove Theory	91.00
10/12/1996	"So Many Ways (From ""High School High"")"	The Braxtons	100.00
10/12/1996	Superstar	Charm Farm	99.00
10/12/1996	"Where Do We Go From Here (From ""Eraser"")"	Vanessa Williams	97.00
10/12/1996	Who You Are	Pearl Jam	90.00
10/19/1996	"Because You Loved Me (From ""Up Close & Personal"")"	Celine Dion	47.00
10/19/1996	Ironic	Alanis Morissette	50.00
10/19/1996	Maria	Ricky Martin	98.00
10/19/1996	Until It Sleeps	Metallica	99.00
10/19/1996	"Walls (From ""She's The One"")"	Tom Petty And The Heartbreakers	100.00
10/19/1996	Why I Love You So Much/Ain't Nobody	Monica	61.00
10/26/1996	Blackberry Molasses	Mista	96.00
10/26/1996	"Get Ready, Here It Comes (It's The Choo-Choo)"	Southsyde B.O.I.Z.	100.00
10/26/1996	Gettin' It	Too Short Feat. Parliament Funkadelic	95.00
10/26/1996	Guys Do It All The Time	Mindy McCready	97.00
10/26/1996	Jealousy	Natalie Merchant	52.00
11/2/1996	All I See	A+	86.00
11/2/1996	Blue	LeAnn Rimes	74.00
11/2/1996	E-Bow The Letter	R.E.M.	98.00
11/2/1996	If I Ruled The World	Nas	92.00
11/2/1996	Like A Woman	The Tony Rich Project	100.00
11/2/1996	Nobody Knows	The Tony Rich Project	50.00
11/2/1996	Sweet Dreams	La Bouche	49.00
11/2/1996	Where It's At	Beck	95.00
11/2/1996	"Wu-Wear: The Garment Renaissance (From ""High School High"")"	RZA Feat. Method Man & Cappadonna	99.00
11/9/1996	Always Be My Baby	Mariah Carey	48.00
11/9/1996	"I Like (From ""The Nutty Professor"")"	Montell Jordan Featuring Slick Rick	99.00
11/9/1996	"Insensitive (From ""Bed Of Roses"")"	Jann Arden	42.00
11/9/1996	Me And Those Dreamin' Eyes Of Mine	D'Angelo	92.00
11/9/1996	That Girl	Maxi Priest Featuring Shaggy	76.00
11/9/1996	"Tonight, Tonight"	The Smashing Pumpkins	86.00
11/9/1996	You'll Be Mine (Party Time)	Gloria Estefan	97.00
11/16/1996	Don't Look Back In Anger	Oasis	99.00
11/16/1996	I'm So Happy I Can't Stop Crying	Sting	100.00
11/16/1996	Shake A Lil' Somethin'...	The 2 Live Crew	96.00
11/23/1996	DJ Girl	Katalina	99.00
11/23/1996	Don't Go Away	Fun Factory	100.00
11/23/1996	How Do U Want It/California Love	2Pac Featuring K-Ci And JoJo	47.00
11/23/1996	I Can't Sleep Baby (If I)	R. Kelly	49.00
11/23/1996	Macarena	Los Del Rio	50.00
11/23/1996	Tell Me (I'll Be Around)	Shades	93.00
11/23/1996	The Child (Inside)	Qkumba Zoo	98.00
11/23/1996	The Things That You Do	Gina Thompson	67.00
11/23/1996	Tucker's Town	Hootie & The Blowfish	84.00
11/30/1996	Devil's Haircut	Beck	99.00
11/30/1996	Missing You	Tina Turner	98.00
11/30/1996	Snapshot	RuPaul	100.00
12/7/1996	Elevators (Me & You)	OutKast	99.00
12/7/1996	Like I Do	For Real	100.00
12/7/1996	Only You	112 Featuring The Notorious B.I.G.	50.00
12/7/1996	Strawberry Wine	Deana Carter	98.00
12/7/1996	Stupid Girl	Garbage	88.00
12/14/1996	Ascension (Don't Ever Wonder)	Maxwell	92.00
12/14/1996	Beyond The Invisible	Enigma	98.00
12/14/1996	Can't Knock The Hustle	JAY-Z	100.00
12/14/1996	Po Pimp	Do Or Die (Featuring Twista)	52.00
12/14/1996	"Why Does It Hurt So Bad (From ""Waiting To Exhale"")"	Whitney Houston	84.00
12/14/1996	Your Secret Love	Luther Vandross	99.00
12/21/1996	Follow You Down/Til I Hear It From You	Gin Blossoms	44.00
12/21/1996	Just The Way (Playas Play)	Alfonzo Hunter	100.00
12/21/1996	Ready To Go	Republica	80.00
12/21/1996	"Touch Myself (From ""Fled"")"	T-Boz	93.00
12/21/1996	Who Will Save Your Soul	Jewel	46.00
12/28/1996	C'mon N' Ride It (The Train)	Quad City DJ's	46.00
12/28/1996	Do You Miss Me	Jocelyn Enriquez	50.00
12/28/1996	Everything Falls Apart/Small Wonders	dog's eye view	96.00
12/28/1996	Give Me One Reason	Tracy Chapman	48.00
12/28/1996	I Don't Need Your Love	Angelina	99.00
12/28/1996	Use Your Heart	SWV	97.00
1/4/1997	Jellyhead	CRUSH	72.00
1/4/1997	"Missing You (From ""Set It Off"")"	"Brandy, Tamia, Gladys Knight & Chaka Khan"	50.00
1/4/1997	That's How It Is (It's Like That)	Redman Featuring K-Solo	100.00
1/11/1997	Hit Me Off	New Edition	72.00
1/11/1997	If Your Girl Only Knew	Aaliyah	51.00
1/11/1997	Macarena Christmas	Los Del Rio	80.00
1/18/1997	Every Light In The House	Trace Adkins	98.00
1/18/1997	Lady	Mista	99.00
1/18/1997	Let's Get The Mood Right	Johnny Gill	100.00
1/18/1997	Little Bitty	Alan Jackson	95.00
1/18/1997	Loungin	LL Cool J	48.00
1/18/1997	Music Makes Me High	Lost Boyz	91.00
1/18/1997	"That Thing You Do! (From ""That Thing You Do!"")"	The Wonders	96.00
1/18/1997	Tonight Is The Night	Le Click	68.00
1/25/1997	Floatin' On Your Love	The Isley Brothers Featuring Angela Winbush	99.00
1/25/1997	God Bless The Child	Shania Twain	94.00
1/25/1997	Leavin'	The Tony Rich Project	98.00
1/25/1997	Sittin' On Top Of The World	Da Brat	95.00
1/25/1997	Steelo	702	54.00
1/25/1997	The Sound Of My Tears	Deborah Cox	100.00
1/25/1997	"What's Love Got To Do With It (From ""Supercop"")"	Warren G Featuring Adina Howard	97.00
2/1/1997	Bittersweet Me	R.E.M.	97.00
2/1/1997	I Luv U Baby	The Original	100.00
2/1/1997	Let's Make A Night To Remember	Bryan Adams	51.00
2/1/1997	My Boo	Ghost Town DJ's	48.00
2/1/1997	"Tell Me (From ""Eddie"")"	Dru Hill	44.00
2/8/1997	At Night I Pray	Wild Orchid	97.00
2/8/1997	Birmingham	Amanda Marshall	93.00
2/8/1997	"Bohemian Rhapsody (From ""High School High"")"	The Braids	87.00
2/8/1997	Bow Down	Westside Connection	65.00
2/8/1997	Dance Into The Light	Phil Collins	99.00
2/8/1997	Key West Intermezzo (I Saw You First)	John Mellencamp	46.00
2/8/1997	Macarena (Bayside Boys Mix)	Los Del Rio	44.00
2/8/1997	One And One	Robert Miles Featuring Maria Nayler	100.00
2/15/1997	All I Want	Susanna Hoffs	97.00
2/15/1997	"Another You, Another Me"	Brady Seals	99.00
2/15/1997	Falling	Montell Jordan	63.00
2/15/1997	Nowhere To Go	Melissa Etheridge	91.00
2/15/1997	Sugar Honey Ice Tea	Goodfellaz	86.00
2/15/1997	The Moment	Kenny G	90.00
2/15/1997	What Kind Of Man Would I Be	Mint Condition	42.00
2/15/1997	When Boy Meets Girl	Total	100.00
2/15/1997	You Can Make History (Young Again)	Elton John	96.00
2/15/1997	You Learn/You Oughta Know	Alanis Morissette	41.00
2/22/1997	"How Could You (From ""Bulletproof"")"	K-Ci & JoJo	91.00
2/22/1997	I Can Make It Better	Luther Vandross	86.00
2/22/1997	Let's Ride	Richie Rich	88.00
2/22/1997	My Baby Mama	QT	100.00
2/22/1997	Passion	K5	99.00
2/22/1997	Setting Sun	The Chemical Brothers	95.00
2/22/1997	Stand Up	Love Tribe	97.00
3/1/1997	Counting Blue Cars	Dishwalla	48.00
3/1/1997	Drop Dead Gorgeous	Republica	100.00
3/1/1997	Electrolite	R.E.M.	99.00
3/1/1997	Street Dreams	Nas	96.00
3/1/1997	You Don't Have To Love Me	Monifah	94.00
3/8/1997	"Ain't Nobody (From ""Beavis And Butt-Head Do America"")"	LL Cool J	94.00
3/8/1997	Hero Of The Day	Metallica	91.00
3/8/1997	I Fell In Love	Rockell	96.00
3/8/1997	It's All Coming Back To Me Now	Celine Dion	45.00
3/8/1997	"Last Night (From ""The Nutty Professor"")"	Az Yet	47.00
3/8/1997	Pony	Ginuwine	49.00
3/8/1997	This Is For The Lover In You	"Babyface Featuring LL Cool J, Howard Hewett, Jody Watley & Jeffrey Daniels"	76.00
3/8/1997	Twisted	Keith Sweat	44.00
3/15/1997	Friends	John Michael Montgomery	98.00
3/15/1997	Knocks Me Off My Feet	Donell Jones	59.00
3/15/1997	Never Leave Me Alone	Nate Dogg Featuring Snoop Doggy Dogg	93.00
3/15/1997	This Is Your Night	Amber	47.00
3/15/1997	You're Makin' Me High/Let It Flow	Toni Braxton	49.00
3/22/1997	ATLiens	OutKast	88.00
3/22/1997	Barrel Of A Gun	Depeche Mode	90.00
3/22/1997	Between You And Me	dc Talk	99.00
3/22/1997	Colour Of Love	Amber	100.00
3/22/1997	Come See Me	112	95.00
3/22/1997	I'm Still In Love With You	New Edition	49.00
3/22/1997	If It Makes You Happy	Sheryl Crow	45.00
3/22/1997	No Time	Lil' Kim Featuring Puff Daddy	60.00
3/22/1997	Tears	The Isley Brothers	87.00
3/22/1997	When You Love A Woman	Journey	47.00
3/22/1997	Without Love	Donna Lewis	96.00
3/29/1997	I Love You Always Forever	Donna Lewis	45.00
3/29/1997	If We Fall In Love Tonight	Rod Stewart	79.00
3/29/1997	Mouth	Merril Bainbridge	50.00
3/29/1997	Where Do You Go	No Mercy	49.00
3/29/1997	"You Must Love Me (From ""Evita"")"	Madonna	81.00
4/5/1997	"I Finally Found Someone (From ""The Mirror Has Two Faces"")"	Barbra Streisand & Bryan Adams	70.00
4/5/1997	We Danced Anyway	Deana Carter	97.00
4/5/1997	When You're Gone/Free To Decide	The Cranberries	52.00
4/12/1997	Cold Rock A Party	MC Lyte	47.00
4/12/1997	Hip-Hopera	Bounty Killa featuring the Fugees	98.00
4/12/1997	I'm Not Giving You Up	Gloria Estefan	92.00
4/12/1997	Thirty-Three	The Smashing Pumpkins	89.00
4/12/1997	Weekend Thang	Alfonzo Hunter	99.00
4/19/1997	Bill	Peggy Scott-Adams	99.00
4/19/1997	It's Your Body	Johnny Gill Featuring Roger Troutman	95.00
4/19/1997	King Nothing	Metallica	96.00
4/19/1997	Take Your Time	Tre	98.00
4/19/1997	What They Do	The Roots	100.00
4/26/1997	Get Up	Lost Boyz	94.00
4/26/1997	It's All About U	SWV	99.00
4/26/1997	Luchini aka (This Is It)	Camp Lo	98.00
4/26/1997	"Nothin' But The Cavi Hit (From ""Rhyme & Reason"")"	Mack 10 & Tha Dogg Pound	95.00
4/26/1997	Under The Water	Merril Bainbridge	100.00
5/3/1997	Desperately Wanting	Better Than Ezra	75.00
5/3/1997	Discotheque	U2	98.00
5/3/1997	"Fly Like An Eagle (From ""Space Jam"")"	Seal	91.00
5/3/1997	I Like It	The Blackout Allstars	49.00
5/3/1997	"Space Jam (From ""Space Jam"")"	Quad City DJ's	79.00
5/3/1997	Things'll Never Change/Rapper's Ball	E-40 Featuring Bo-Rock	99.00
5/3/1997	"Watch Me Do My Thing (From ""All That"")"	Immature Featuring Smooth And Ed From Good Burger	100.00
5/10/1997	Change The World	Eric Clapton	50.00
5/10/1997	Fired Up!	Funky Green Dogs	100.00
5/10/1997	"I Believe In You And Me (From ""The Preacher's Wife"")"	Whitney Houston	59.00
5/10/1997	No Diggity	BLACKstreet (Featuring Dr. Dre)	47.00
5/10/1997	Runnin'	"2Pac, Notorious B.I.G., Radio, Dramacydal & Stretch"	98.00
5/10/1997	Whateva Man	Redman	99.00
5/17/1997	I Always Feel Like (Somebody's Watching Me)	Tru Featuring Ice Cream Man (Master P)	99.00
5/17/1997	It's In Your Eyes	Phil Collins	100.00
5/17/1997	Just The Way You Like It	Tasha Holiday	98.00
5/17/1997	Sho Nuff	Tela Featuring Eightball & MJG	95.00
5/24/1997	"Call Me (From ""Booty Call"")"	Too Short & Lil' Kim	100.00
5/24/1997	Don't Keep Wasting My Time	Teddy Pendergrass	97.00
5/24/1997	I'm Not Feeling You	Yvette Michele	99.00
5/24/1997	Without Your Love	Angelina	98.00
5/31/1997	Firestarter	The Prodigy	74.00
5/31/1997	Nobody	Keith Sweat Featuring Athena Cage	49.00
5/31/1997	On & On	Erykah Badu	100.00
5/31/1997	Request Line	Zhane	96.00
5/31/1997	Say... If You Feel Alright	Crystal Waters	98.00
6/7/1997	Do G's Get To Go To Heaven?	Richie Rich	96.00
6/7/1997	"Don't Cry For Me Argentina (From ""Evita"")"	Madonna	98.00
6/7/1997	Don't Stop Movin'	Livin' Joy	90.00
6/7/1997	Falling In Love (Is Hard On The Knees)	Aerosmith	100.00
6/7/1997	"It's Alright, It's Ok"	Leah Andreone	95.00
6/7/1997	Please Don't Go	No Mercy	89.00
6/7/1997	Precious Declaration	Collective Soul	99.00
6/7/1997	Stop The Gunfight	"Trapp Featuring 2pac, Notorious B.I.G."	92.00
6/7/1997	Talk To Me	Wild Orchid	94.00
6/14/1997	It Must Be Love	Robin S.	92.00
6/14/1997	Let Me Clear My Throat	DJ Kool	54.00
6/14/1997	Naked Eye	Luscious Jackson	49.00
6/14/1997	Sometimes	The Brand New Heavies	99.00
6/14/1997	The Old Apartment	Barenaked Ladies	97.00
6/14/1997	The Theme (It's Party Time)	Tracey Lee	100.00
6/21/1997	Fulton St.	Leschea	100.00
6/21/1997	Head Over Heels	Allure Featuring NAS	93.00
6/21/1997	One Night At A Time	George Strait	97.00
6/21/1997	Ooh Aah... Just A Little Bit	Gina G	50.00
6/28/1997	Feelin' It	JAY-Z	98.00
6/28/1997	Get It Together	702	57.00
6/28/1997	Ghetto Love	Da Brat Featuring T-Boz	99.00
6/28/1997	I'll Be	Foxy Brown Featuring Jay-Z	75.00
6/28/1997	In My Bed	Dru Hill	44.00
6/28/1997	Step Into A World (Rapture's Delight)	KRS-One	96.00
6/28/1997	Wannabe	Spice Girls	45.00
6/28/1997	What's On Tonight	Montell Jordan	76.00
6/28/1997	"Who You Wit (From ""Sprung"")"	JAY-Z	100.00
7/5/1997	Da' Dip	MC Luscious Featuring Kinsui	82.00
7/5/1997	Don't Let Go (Love)	En Vogue	44.00
7/5/1997	Here's Your Sign (Get The Picture)	Bill Engvall With Special Guest Travis Tritt	65.00
7/5/1997	Just Another Day	John Mellencamp	85.00
7/5/1997	Secret Garden	Bruce Springsteen	42.00
7/5/1997	"Step By Step (From ""The Preacher's Wife"")"	Whitney Houston	100.00
7/12/1997	Big Daddy	Hev-D	94.00
7/12/1997	Havana	Kenny G	100.00
7/12/1997	If Tomorrow Never Comes	Joose	99.00
7/12/1997	In My Arms	Erasure	98.00
7/12/1997	Jazzy Belle	OutKast	95.00
7/12/1997	The New Pollution	Beck	96.00
7/12/1997	"Too Late, Too Soon"	Jon Secada	92.00
7/12/1997	You Don't Have To Hurt No More	Mint Condition	97.00
7/19/1997	Blood On The Dance Floor	Michael Jackson	96.00
7/19/1997	Gangstas Make The World Go Round	Westside Connection	98.00
7/19/1997	"Get Your Groove On (From ""Baps"")"	Gyrl	100.00
7/19/1997	"Let It Go (From ""Set It Off"")"	Ray J	78.00
7/26/1997	Every Time I Close My Eyes	Babyface	48.00
7/26/1997	I Shot The Sheriff	Warren G	100.00
7/26/1997	Love II Love	Damage	95.00
7/26/1997	"My Heart Is Calling (From ""The Preacher's Wife"")"	Whitney Houston	97.00
7/26/1997	"The Perfect Drug (From ""Lost Highway"")"	Nine Inch Nails	96.00
7/26/1997	"The World Tonight (From ""Fathers' Day"")"	Paul McCartney	93.00
8/2/1997	Can't Nobody Hold Me Down	Puff Daddy (Featuring Mase)	47.00
8/2/1997	"I Believe I Can Fly (From ""Space Jam"")"	R. Kelly	46.00
8/2/1997	Insomnia	Faithless	100.00
8/2/1997	Silent All These Years	Tori Amos	83.00
8/9/1997	All By Myself	Celine Dion	82.00
8/9/1997	Everyday Is A Winding Road	Sheryl Crow	61.00
8/9/1997	For You	Kenny Lattimore	98.00
8/9/1997	I Love Me Some Him/I Don't Want To	Toni Braxton	48.00
8/9/1997	One More Day	New Edition	97.00
8/9/1997	One More Time	Real McCoy	65.00
8/9/1997	Un-Break My Heart	Toni Braxton	47.00
8/9/1997	Your Woman	White Town	56.00
8/16/1997	A Little Bit Of Ecstasy	Jocelyn Enriquez	74.00
8/16/1997	Come On	Billy Lawrence Featuring MC Lyte	98.00
8/16/1997	Da' Dip	Freak Nasty	48.00
8/16/1997	Everything You Want	Ray J	97.00
8/16/1997	If U Stay Ready	Suga Free	99.00
8/16/1997	Serenade	Shades	100.00
8/16/1997	That's Right	DJ Taz Featuring Raheem The Dream	65.00
8/23/1997	Call Me	Le Click	47.00
8/23/1997	Come With Me	Keith Sweat (Featuring Ronald Isley)	87.00
8/23/1997	Full Of Smoke	Christion	84.00
8/23/1997	Gimme Some Love	Gina G	100.00
8/23/1997	Hip Hop Drunkies	Tha Alkaholiks Featuring Ol' Dirty Bastard	98.00
8/23/1997	"If I Could Change (From ""I'm Bout It"")"	"Master P Featuring Steady Mobb'n, Mia X, Mo B. Dick & O'Dell"	96.00
8/23/1997	Just Another Case	CRU Featuring Slick Rick	99.00
8/23/1997	My Baby Daddy	B-Rock & The Bizz	94.00
8/23/1997	"No One But You (From ""Baps"")"	Veronica (Featuring Craig Mack)	93.00
8/23/1997	Staring At The Sun	U2	97.00
8/23/1997	Summertime Summertime	Corina	95.00
8/30/1997	5 Miles To Empty	Brownstone	91.00
8/30/1997	"Dancehall Queen (From ""Dancehall Queen"")"	Beenie Man Featuring Chevelle Franklyn	98.00
8/30/1997	Far From Yours	O.C. Featuring Yvette Michele	90.00
8/30/1997	Stranger In Moscow	Michael Jackson	97.00
8/30/1997	Sweet Sexy Thing	Nu Flavor Featuring Roger	77.00
8/30/1997	Until I Find You Again	Richard Marx	84.00
8/30/1997	We Trying To Stay Alive	Wyclef Jean Featuring Refugee Allstars	96.00
8/30/1997	Where Have All The Cowboys Gone?	Paula Cole	48.00
9/6/1997	[Freak] And U Know It	Adina Howard	94.00
9/6/1997	Cupid	112	47.00
9/6/1997	"How Do I Live (From ""Con Air"")"	Trisha Yearwood	100.00
9/6/1997	Hypnotize	The Notorious B.I.G.	80.00
9/6/1997	I Belong To You (Every Time I See Your Face)	Rome	48.00
9/6/1997	Last Night On Earth	U2	98.00
9/6/1997	Listen	Collective Soul	96.00
9/6/1997	Tide Is High	Angelina	99.00
9/13/1997	Can U Feel It	3rd Party	84.00
9/13/1997	"Don't Wanna Be A Player (From ""Booty Call"")"	Joe	100.00
9/13/1997	Relax & Party	Ivory	95.00
9/13/1997	What's Stopping You	The O'Jays	98.00
9/20/1997	"Drink, Swear, Steal & Lie"	Michael Peterson	99.00
9/20/1997	I Wanna Be There	Blessid Union Of Souls	58.00
9/20/1997	Smokin' Me Out	Warren G Featuring Ronald Isley	97.00
9/20/1997	Thinking Of You	Tony Toni Tone	100.00
9/27/1997	6 Underground	Sneaker Pimps	49.00
9/27/1997	Happy With You	Samantha Cole	95.00
9/27/1997	It's No Good	Depeche Mode	93.00
9/27/1997	It's Your Love	Tim McGraw With Faith Hill	55.00
9/27/1997	MMMBop	Hanson	50.00
9/27/1997	Supernatural	Wild Orchid	92.00
10/4/1997	Butterfly Kisses	Raybon Bros.	97.00
10/4/1997	Can't Get You Out Of My Mind	Lil Suzy	98.00
10/4/1997	Can't Let Go	Laurnea	90.00
10/4/1997	Fix	BLACKstreet With Special Guests Ol' Dirty Bastard & Slash	85.00
10/4/1997	It's Alright	Queen Latifah	100.00
10/4/1997	Need Your Love	Big Bub Featuring Queen Latifah & Heavy D	89.00
10/4/1997	"Never, Never Gonna Give You Up"	Lisa Stansfield	92.00
10/4/1997	When You Talk About Love	Patti LaBelle	96.00
10/11/1997	Four Leaf Clover	Abra Moore	96.00
10/11/1997	Hard To Say I'm Sorry	Az Yet Featuring Peter Cetera	49.00
10/11/1997	I Want You	Savage Garden	48.00
10/11/1997	Off The Books	The Beatnuts Featuring Big Punisher & Cuban Link	98.00
10/11/1997	Say You'll Be There	Spice Girls	46.00
10/11/1997	To Make You Feel My Love	Billy Joel	97.00
10/18/1997	Alone	Bee Gees	97.00
10/18/1997	"For You I Will (From ""Space Jam"")"	Monica	49.00
10/18/1997	"Go The Distance (From ""Hercules"")"	Michael Bolton	74.00
10/18/1997	When I Die	No Mercy	70.00
10/25/1997	ESPN Presents The Jock Jam	Various Artists	45.00
10/25/1997	G.H.E.T.T.O.U.T.	Changing Faces	50.00
10/25/1997	"Men Of Steel (From ""Steel"")"	"Shaquille O'Neal, Ice Cube, B Real, Peter Gunz & KRS-One"	99.00
10/25/1997	Smile	Scarface Featuring 2Pac & Johnny P	90.00
10/25/1997	Things Just Ain't The Same	Deborah Cox	93.00
10/25/1997	We Can Get Down	Myron	96.00
10/25/1997	Whatever	En Vogue	100.00
10/25/1997	You Bring Me Up	K-Ci & JoJo	88.00
11/1/1997	"All I Want (From ""GOOD Burger"")"	702	95.00
11/1/1997	Hole In My Soul	Aerosmith	87.00
11/1/1997	I'm Not A Fool	Immature	96.00
11/1/1997	"Look Into My Eyes (From ""Batman & Robin"")"	Bone Thugs-N-Harmony	89.00
11/1/1997	Piece Of My Heart	Shaggy (Featuring Marsha)	86.00
11/1/1997	"Pushin' Inside You (From ""How Bout It"")"	Sons Of Funk	99.00
11/1/1997	Sunshine	Jay-Z Featuring Babyface And Foxy Brown	98.00
11/1/1997	When Love Starts Talkin'	Wynonna	100.00
11/8/1997	"A Smile Like Yours (From ""A Smile Like Yours"")"	Natalie Cole	94.00
11/8/1997	As We Lay	Dana	100.00
11/8/1997	"Can We (From ""Booty Call"")"	SWV	90.00
11/8/1997	Go Away	Lorrie Morgan	97.00
11/8/1997	More Than This	"10,000 Maniacs"	99.00
11/8/1997	Take It To The Streets	Rampage Featuring Billy Lawrence	98.00
11/15/1997	Bitch	Meredith Brooks	50.00
11/15/1997	"C U When U Get There (From ""Nothing To Lose"")"	Coolio Featuring 40 Thevz	80.00
11/15/1997	Dream	Forest For The Trees	100.00
11/15/1997	Jack-Ass	Beck	95.00
11/15/1997	The Way That You Talk	Jagged Edge Featuring Da Brat & JD	97.00
11/22/1997	"Big Bad Mamma (From ""Def Jam's How To Be A Player"")"	Foxy Brown Featuring Dru Hill	91.00
11/22/1997	Me And My Crazy World	Lost Boyz	98.00
11/22/1997	The Joint	EPMD	94.00
11/29/1997	Alright	Jamiroquai	100.00
11/29/1997	Down For Yours	Nastyboy Klick Featuring Roger Troutman	98.00
11/29/1997	Gotham City	R. Kelly	80.00
11/29/1997	I Can Love You	Mary J. Blige	99.00
11/29/1997	I Say A Little Prayer	Diana King	58.00
11/29/1997	Kiss You All Over	No Mercy	97.00
11/29/1997	Not Tonight	"Lil' Kim Feat. Da Brat, Left Eye, Missy Elliott & Angie Mar"	48.00
